Example,DA,Sub_Category
she doesnt want to see him because she remember really bad things from him such as domestic violence and child abuse,s,s
i like how the book is large,s,s
i feel like my life is pointless,s,s
i am currently single,s,s
i selfharm and i stop for awhile,s,s
in latin and slavic documents it was mentioned as moldova moldava or moldavia,s,s
he made me feel awful for thinking highly of him to help,s,s
we were really close and it is making me really sad,s,s
in truth the devil is trying to drive her insane enough to kill herself before becoming the next sentinel,s,s
my mom made a lot of mistakes a couple years back and i cant seem to forgive her,s,s
i thought about the characters and deeper meanings for a long time,s,s
my son plays alone at recess,s,s
its almost like she scolds me,s,s
but they dont always try to help me with mine when i really need them,s,s
im not happy,s,s
i live a normal life,s,s
ive read about this online but id like to understand this from a therapists point of view,s,s
i can recognize talent when i hear it and i dont hear any of it on this cd,s,s
im a teenager and i just got my first job,s,s
lewis bradford then bought the house in 1972 and had the exterior sandblasted,s,s
then when i cut myself we talked on skype,s,s
i recently found out he cheated on me with another women,s,s
whenever i leave my girlfriend i get panic attacks,s,s
hes been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather,s,s
the exwife minimizes it by saying that he has repented,s,s
his historically accurate novels bring alive this period,s,s
my fiance suffers from severe anxiety and depression,s,s
ive been really sad lately and for the past few months ive realized im just way too dependent on him,s,s
if someone is looking for good biblical insight and understanding they need to look somewhere else,s,s
i actually wish more of this sort of picture showed up in todays theatres,s,s
hes cheated and lied,s,s
inve tried to be in relationship with guys but i cannt be in love with them,s,s
he was especially lauded for his good rapport with his fans often providing tickets and signing autographs,s,s
when i finally woke up he felt i had pushed him out,s,s
i used to be the funny guy of the groupnthe class clown if you will,s,s
im almost never happy,s,s
my fiancÈ cheated,s,s
she said she loves me but is not in love anymore,s,s
the patient died in surgery thats all that happened,s,s
he invited me over to hang out and then came on to me,s,s
my brother has been a heroin addict for years and hes now in his mid30s,s,s
i dont know what to do anymore,s,s
sterling needs to be reprinted,s,s
he keeps making comments about it and says he cant live without it,s,s
her depression flares up out of nowhere and causes her to become very suicidal and selfharming,s,s
im a female freshman in high school and this question is for my male best friend,s,s
this film does not flatter wayne who seems way out of his element,s,s
i find myself wearing pantyhose heels skirts and other womens clothing in private,s,s
im in love with a sex offender but my family doesnt accept him,s,s
i sometimes think of killing myself and that my family deserve someone better than me,s,s
since this episode i have purchased ms office and spent even more money,s,s
i was under a lot of stress and life lost meaning,s,s
he has made comments such as you would look better as a tumblr girl or you should start doing more squats,s,s
having finally seen the movie now i can see how they did it,s,s
i dont go anywhere and i have no job all because im afraid of people,s,s
i am tall i play lots of sports and i get excellent grades in school,s,s
im of course hurt and in shock,s,s
i donnt know why i do it,s,s
i am being overworked and underpaid for my contributions and it is not only giving me anxiety but also demoralizing,s,s
i feel like there is a wedge between my daughter and i,s,s
my parents are getting a divorce and a lot of bad things are happening,s,s
my husband only has sex with me once a month or less,s,s
i dont know how to control myself,s,s
shortly after i found out that i was pregnant,s,s
i am thankful he loves my kids even though theyre not his,s,s
it all started when she went to missouri to visit her family,s,s
he almost throws up every time he sees his poop,s,s
there is nothing in this book that cant be found in a more comprehensive way with a web search,s,s
im feeling rejected and frustrated,s,s
i get way too stressed from my problems which leads to overreacting a lot especially when talking to others which then leads to depression,s,s
therefore change was used during nbcs daily video highlights in august 2008 prior to the release of fearless,s,s
after napoleons second and final defeat some are said to have accompanied him to his exile on saint helena,s,s
ive never thought about men until a week ago,s,s
there were times when we had nowhere else to go but sleep in the car outside a walmart parking lot,s,s
he tells me to grow a pair and get over it,s,s
we got engaged a little after 5 years of being together,s,s
the bullying used to be much worse but it is still going on,s,s
i feel like i keep causing drama due to my personality,s,s
before our split he lied a lot and broke every promise to me,s,s
the film touches me because it just keeps up my hope that mankind can change to a better way,s,s
i often get the feeling that im being watched like video cameras are hidden wherever i am even at home,s,s
my issue isnt resisting angry urges its the anger itself,s,s
everything is very up and down theres no trust,s,s
being human i think of myself as a monster,s,s
i feel helpless and guilty,s,s
overall i am pleased with the purchase and look forward to hearing more from chops,s,s
lester was bothered by a similar situation with fullback franco harris whose high school coach was a friend of lesters,s,s
he applauded the episodes roleswitching allowing scully to be the believer and mulder to be the skeptic,s,s
i dont think these feelings are normal,s,s
we moved in together when i had my son in july,s,s
i love her so much,s,s
it doesnt stay connected with the provider and the battery new doesnt even last 2 hours ,s,s
this show rewrites the book on scifi,s,s
at the beginning of our relationship i was unfaithful and she caught me cheating,s,s
perhaps mammet hoped to compensate for this with snappy dialogue and complex psychological relationships,s,s
she mostly targets me on social media,s,s
he is verbally abusive,s,s
im fine when we start becoming intimate but out of nowhere i will get a flashback of what happened to me in the past,s,s
